,,,
,15 Dec,8:40,
,Total,35:20:00,-2:10:00
,,,
51,18 Dec,7:40,
,19 Dec,5:00,
,20 Dec,7:10,
,21 Dec,7:30,
,22 Dec,5:45,
,Total,33:05:00,-4:25:00
,,,
52,25 Dec,7:30,
,26 Dec,7:30,
,27 Dec,8:30,
,28 Dec,7:30,
,29 Dec,7:30,
,Total,38:30:00,1:00:00
,,,
1,1 Jan,7:30,
,2 Jan,8:40,
,3 Jan,8:30,
,4 Jan,7:50,
,5 Jan,12:30,arbejde i weekenden
,Total,45:00:00,7:30:00
,,,
2,8 Jan,8:00,
,9 Jan,5:30,
,10 Jan,8:20,
,11 Jan,8:00,
,12 Jan,8:00,
,Total,37:50:00,0:20:00
,,,
3,15 Jan,6:30,
,16 Jan,7:30,
,17 Jan,8:10,
,18 Jan,7:45,
,19 Jan,8:40,
,Total,38:35:00,1:05:00
,,,
,,,
,,,
Flex,,,34:10:00
Fridage,,,36
Sygedage,,,13
